tanggal,stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori,year,month,day,dayofweek,critical_encoded,categori_encoded
2010-01-20,DKI1 (Bunderan HI),0.0,0.28381208461508434,-1.144281722180088,2.3827377268118908,-1.2438903858539283,0.4266048880111478,63.0,CO,SEDANG,2010,1,20,2,0,3
2010-01-21,DKI1 (Bunderan HI),0.0,-1.1371470559829855,-1.2105354041957426,0.6872053886645697,-1.0996728281639099,-0.10248931047846357,36.0,PM10,BAIK,2010,1,21,3,3,0
2010-01-22,DKI1 (Bunderan HI),0.0,-0.2845715716241436,-1.2105354041957426,2.3827377268118908,-1.2850954023367906,-0.10248931047846357,51.0,PM10,SEDANG,2010,1,22,4,3,3
2010-01-23,DKI1 (Bunderan HI),0.0,-1.1939854216069083,-1.276789086211397,0.9778680752041105,-1.1614803528882036,0.029784239143939278,35.0,PM10,BAIK,2010,1,23,5,3,0
2010-01-24,DKI1 (Bunderan HI),0.0,-0.0003797435045296367,-1.0780280401644335,2.3827377268118908,-0.9554552704738916,0.029784239143939278,56.0,PM10,SEDANG,2010,1,24,6,3,3
2010-01-25,DKI1 (Bunderan HI),0.0,0.17013535336723876,-1.2105354041957426,1.7529685726428856,-1.202685369371066,0.16205778876634214,59.0,PM10,SEDANG,2010,1,25,0,3,3
2010-01-26,DKI1 (Bunderan HI),0.0,-0.739278496615526,-1.144281722180088,2.1405188213622734,-1.1820828611296348,1.3525197353679679,43.0,PM10,BAIK,2010,1,26,1,3,0
2010-01-27,DKI1 (Bunderan HI),0.0,-0.11405647475237524,-0.9455206761331244,1.7529685726428856,-0.7494301880595796,0.294331338388745,54.0,PM10,SEDANG,2010,1,27,2,3,3
2010-01-28,DKI1 (Bunderan HI),0.0,0.9090341064782351,-0.9455206761331244,2.3827377268118908,-1.1614803528882036,0.4266048880111478,72.0,PM10,SEDANG,2010,1,28,3,3,3
2010-01-29,DKI1 (Bunderan HI),0.0,-0.2845715716241436,-0.9455206761331244,0.39654270212502896,-1.1820828611296348,-0.3670364097232693,51.0,PM10,SEDANG,2010,1,29,4,3,3
2010-01-30,DKI1 (Bunderan HI),0.0,-0.5119250341198348,-0.9455206761331244,1.1716431995638041,-1.1820828611296348,-0.23476286010086642,47.0,PM10,BAIK,2010,1,30,5,3,0
2010-01-31,DKI1 (Bunderan HI),0.0,-1.3645005184786767,-1.144281722180088,0.49343026430487585,-1.0378653034396164,-0.4993099593456721,32.0,PM10,BAIK,2010,1,31,6,3,0
2010-02-01,DKI1 (Bunderan HI),0.0,-0.8529552278633716,-1.011774358148779,0.9778680752041105,-1.2232878776124971,-0.10248931047846357,41.0,PM10,BAIK,2010,2,1,0,3,0
2010-02-02,DKI1 (Bunderan HI),0.0,-0.3414099372480664,-1.2105354041957426,0.9778680752041105,-1.0996728281639099,-0.23476286010086642,50.0,PM10,BAIK,2010,2,2,1,3,0
2010-02-03,DKI1 (Bunderan HI),0.0,-0.3982483028719892,-1.011774358148779,1.2685307617436512,-0.39918754795524936,1.2202461857455649,57.0,O3,SEDANG,2010,2,3,2,2,3
2010-02-04,DKI1 (Bunderan HI),0.0,0.17013535336723876,-0.8792669941174698,1.7529685726428856,-0.028342399609487864,1.6170668346127735,75.0,O3,SEDANG,2010,2,4,3,2,3
2010-02-05,DKI1 (Bunderan HI),0.0,0.39748881586292995,-1.011774358148779,1.8498561348227325,-0.7288276798181484,1.2202461857455649,63.0,PM10,SEDANG,2010,2,5,4,3,3
2010-02-06,DKI1 (Bunderan HI),0.0,0.5111655471107756,-0.9455206761331244,2.3827377268118908,-1.0790703199224787,0.16205778876634214,65.0,PM10,SEDANG,2010,2,6,5,3,3
2010-02-07,DKI1 (Bunderan HI),0.0,0.22697371899116156,-0.8130133121018153,2.3827377268118908,-0.6052126303695613,0.4266048880111478,60.0,PM10,SEDANG,2010,2,7,6,3,3
2010-02-08,DKI1 (Bunderan HI),0.0,-0.5687633997437576,-1.144281722180088,1.0747556373839573,-0.7082251715767173,0.4266048880111478,46.0,PM10,BAIK,2010,2,8,0,3,0
2010-02-09,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-1.011774358148779,0.9778680752041105,-0.8730452375081668,0.294331338388745,52.0,PM10,SEDANG,2010,2,9,1,3,3
2010-02-10,DKI1 (Bunderan HI),0.0,-0.3414099372480664,-0.9455206761331244,1.0747556373839573,-0.7700326963010108,0.029784239143939278,50.0,PM10,BAIK,2010,2,10,2,3,0
2010-02-11,DKI1 (Bunderan HI),0.0,-0.5119250341198348,-1.144281722180088,0.6872053886645697,-1.0378653034396164,0.029784239143939278,47.0,PM10,BAIK,2010,2,11,3,3,0
2010-02-12,DKI1 (Bunderan HI),0.0,-0.0003797435045296367,-1.0780280401644335,1.2685307617436512,-0.6464176468524236,0.8234255368783564,56.0,PM10,SEDANG,2010,2,12,4,3,3
2010-02-13,DKI1 (Bunderan HI),0.0,-0.05721810912845243,-1.0780280401644335,1.8498561348227325,-1.2850954023367906,0.029784239143939278,55.0,PM10,SEDANG,2010,2,13,5,3,3
2010-02-14,DKI1 (Bunderan HI),0.0,-0.05721810912845243,-1.0780280401644335,2.3827377268118908,-1.2438903858539283,-0.10248931047846357,61.0,CO,SEDANG,2010,2,14,6,0,3
2010-02-15,DKI1 (Bunderan HI),0.0,-0.9097935934872944,-1.2105354041957426,0.9778680752041105,-0.2755724985066622,1.087972636123162,63.0,O3,SEDANG,2010,2,15,0,2,3
2010-02-16,DKI1 (Bunderan HI),0.0,-0.0003797435045296367,-1.2105354041957426,2.2374063835421203,-1.0584678116810475,0.8234255368783564,56.0,PM10,SEDANG,2010,2,16,1,3,3
2010-02-17,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-1.2105354041957426,1.365418323923498,-0.9554552704738916,0.4266048880111478,52.0,PM10,SEDANG,2010,2,17,2,3,3
2010-02-18,DKI1 (Bunderan HI),0.0,-0.8529552278633716,-1.144281722180088,0.5903178264847228,-1.2850954023367906,-0.4993099593456721,41.0,PM10,BAIK,2010,2,18,3,3,0
2010-02-19,DKI1 (Bunderan HI),0.0,-1.0803086903590629,-1.2105354041957426,2.2374063835421203,-1.2232878776124971,0.4266048880111478,43.0,CO,BAIK,2010,2,19,4,0,0
2010-02-20,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-1.276789086211397,2.3827377268118908,-1.202685369371066,-0.23476286010086642,64.0,CO,SEDANG,2010,2,20,5,0,3
2010-02-21,DKI1 (Bunderan HI),0.0,0.28381208461508434,-1.2105354041957426,2.3827377268118908,-0.8318402210253044,0.16205778876634214,61.0,PM10,SEDANG,2010,2,21,6,3,3
2010-02-22,DKI1 (Bunderan HI),0.0,-1.2508237872308312,-1.2105354041957426,1.0747556373839573,-1.0996728281639099,0.294331338388745,34.0,PM10,BAIK,2010,2,22,0,3,0
2010-02-23,DKI1 (Bunderan HI),0.0,0.05645862211939316,-1.011774358148779,1.4623058861033449,-0.7082251715767173,0.5588784376335507,57.0,PM10,SEDANG,2010,2,23,1,3,3
2010-02-24,DKI1 (Bunderan HI),0.0,0.17013535336723876,-1.2105354041957426,2.334293945721967,0.3425027487362736,1.3525197353679679,93.0,O3,SEDANG,2010,2,24,2,2,3
2010-02-25,DKI1 (Bunderan HI),0.0,0.5111655471107756,-1.0780280401644335,2.3827377268118908,-1.0378653034396164,1.6170668346127735,65.0,PM10,SEDANG,2010,2,25,3,3,3
2010-02-26,DKI1 (Bunderan HI),0.0,0.6816806439825439,-0.8792669941174698,2.3827377268118908,-0.1931624655409374,1.087972636123162,68.0,PM10,SEDANG,2010,2,26,4,3,3
2010-02-27,DKI1 (Bunderan HI),0.0,0.6248422783586212,-0.9455206761331244,2.3827377268118908,-0.6052126303695613,0.6911519872559535,67.0,PM10,SEDANG,2010,2,27,5,3,3
2010-02-28,DKI1 (Bunderan HI),0.0,0.5111655471107756,-1.0780280401644335,1.7529685726428856,0.0746701415976681,1.2202461857455649,80.0,O3,SEDANG,2010,2,28,6,2,3
2010-03-01,DKI1 (Bunderan HI),0.0,0.22697371899116156,-1.144281722180088,1.8498561348227325,-0.6670201550938548,0.6911519872559535,60.0,PM10,SEDANG,2010,3,1,0,3,3
2010-03-02,DKI1 (Bunderan HI),0.0,1.0227108377260807,-0.9455206761331244,2.3827377268118908,-0.1725599572995062,1.7493403842351762,74.0,PM10,SEDANG,2010,3,2,1,3,3
2010-03-03,DKI1 (Bunderan HI),0.0,-0.11405647475237524,-0.6805059480705061,1.4623058861033449,0.012862616873374522,1.4847932849903707,77.0,O3,SEDANG,2010,3,3,2,2,3
2010-03-04,DKI1 (Bunderan HI),0.0,0.17013535336723876,-0.8792669941174698,1.1716431995638041,-0.2961750067480934,0.8234255368783564,62.0,O3,SEDANG,2010,3,4,3,2,3
2010-03-05,DKI1 (Bunderan HI),0.0,0.34065045023900714,-0.7467596300861606,1.4623058861033449,-0.9348527622324604,0.6911519872559535,62.0,PM10,SEDANG,2010,3,5,4,3,3
2010-03-06,DKI1 (Bunderan HI),0.0,0.9090341064782351,-0.8130133121018153,2.3827377268118908,-0.6876226633352861,1.2202461857455649,72.0,PM10,SEDANG,2010,3,6,5,3,3
2010-03-07,DKI1 (Bunderan HI),0.0,0.17013535336723876,-1.011774358148779,2.3827377268118908,-0.39918754795524936,0.6911519872559535,59.0,PM10,SEDANG,2010,3,7,6,3,3
2010-03-08,DKI1 (Bunderan HI),0.0,-0.0003797435045296367,-1.011774358148779,1.6560810104630388,-0.7700326963010108,0.5588784376335507,56.0,PM10,SEDANG,2010,3,8,0,3,3
2010-03-09,DKI1 (Bunderan HI),0.0,-0.6256017653676804,-1.144281722180088,1.2685307617436512,-1.0172627951981852,0.16205778876634214,45.0,PM10,BAIK,2010,3,9,1,3,0
2010-03-10,DKI1 (Bunderan HI),0.0,-0.6824401309916032,-0.9455206761331244,1.6560810104630388,-0.7288276798181484,0.6911519872559535,44.0,PM10,BAIK,2010,3,10,2,3,0
2010-03-11,DKI1 (Bunderan HI),0.0,-0.2845715716241436,-1.0780280401644335,1.6560810104630388,-1.202685369371066,0.029784239143939278,51.0,PM10,SEDANG,2010,3,11,3,3,3
2010-03-12,DKI1 (Bunderan HI),0.0,-0.739278496615526,-1.0780280401644335,2.1405188213622734,-0.7700326963010108,0.8234255368783564,43.0,PM10,BAIK,2010,3,12,4,3,0
2010-03-13,DKI1 (Bunderan HI),0.0,1.0227108377260807,-0.8792669941174698,2.3827377268118908,-0.254969990265231,0.294331338388745,74.0,PM10,SEDANG,2010,3,13,5,3,3
2010-03-14,DKI1 (Bunderan HI),0.0,0.28381208461508434,-0.8792669941174698,0.6872053886645697,-1.0172627951981852,-0.10248931047846357,61.0,PM10,SEDANG,2010,3,14,6,3,3
2010-03-15,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-0.9455206761331244,0.7840929508444165,-0.9554552704738916,0.16205778876634214,52.0,PM10,SEDANG,2010,3,15,0,3,3
2010-03-16,DKI1 (Bunderan HI),0.0,-0.9097935934872944,-1.144281722180088,0.49343026430487585,-0.6464176468524236,-0.10248931047846357,45.0,O3,BAIK,2010,3,16,1,2,0
2010-03-17,DKI1 (Bunderan HI),0.0,-0.3414099372480664,-0.9455206761331244,0.9778680752041105,-1.0584678116810475,0.16205778876634214,50.0,PM10,BAIK,2010,3,17,2,3,0
2010-03-18,DKI1 (Bunderan HI),0.0,0.11329698774331595,-0.8130133121018153,1.2685307617436512,-1.0996728281639099,0.16205778876634214,58.0,PM10,SEDANG,2010,3,18,3,3,3
2010-03-19,DKI1 (Bunderan HI),0.0,0.39748881586292995,-0.8130133121018153,2.334293945721967,-0.8318402210253044,0.5588784376335507,63.0,PM10,SEDANG,2010,3,19,4,3,3
2010-03-20,DKI1 (Bunderan HI),0.0,-0.11405647475237524,-0.7467596300861606,0.8809805130242635,-0.2137649737823686,0.6911519872559535,66.0,O3,SEDANG,2010,3,20,5,2,3
2010-03-21,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-1.011774358148779,1.2685307617436512,-0.9348527622324604,0.294331338388745,52.0,PM10,SEDANG,2010,3,21,6,3,3
2010-03-22,DKI1 (Bunderan HI),0.0,-1.0803086903590629,-1.144281722180088,0.20276757776533513,-1.2644928940953595,-0.4993099593456721,37.0,PM10,BAIK,2010,3,22,0,3,0
2010-03-23,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-0.8792669941174698,2.334293945721967,-0.7082251715767173,2.0138874834799823,52.0,PM10,SEDANG,2010,3,23,1,3,3
2010-03-24,DKI1 (Bunderan HI),0.0,0.05645862211939316,-1.011774358148779,2.0436312591824266,0.46611779818486077,2.0138874834799823,99.0,O3,SEDANG,2010,3,24,2,2,3
2010-03-25,DKI1 (Bunderan HI),0.0,-0.05721810912845243,-0.8792669941174698,1.2685307617436512,-0.6258151386109925,0.8234255368783564,55.0,PM10,SEDANG,2010,3,25,3,3,3
2010-03-26,DKI1 (Bunderan HI),0.0,-0.455086668495912,-1.2105354041957426,2.3827377268118908,-0.39918754795524936,2.0138874834799823,57.0,O3,SEDANG,2010,3,26,4,2,3
2010-03-27,DKI1 (Bunderan HI),0.0,0.28381208461508434,-0.2829838559765787,2.0436312591824266,-0.35798253147238696,0.294331338388745,61.0,PM10,SEDANG,2010,3,27,5,3,3
2010-03-28,DKI1 (Bunderan HI),0.0,-0.0003797435045296367,-1.2105354041957426,2.334293945721967,-0.6464176468524236,-0.10248931047846357,56.0,PM10,SEDANG,2010,3,28,6,3,3
2010-03-29,DKI1 (Bunderan HI),0.0,-0.3414099372480664,-1.3430427682270518,1.365418323923498,-1.0172627951981852,1.4847932849903707,50.0,PM10,BAIK,2010,3,29,0,3,0
2010-03-30,DKI1 (Bunderan HI),0.0,-0.6824401309916032,-1.0780280401644335,1.2685307617436512,-0.15195744905807504,-0.23476286010086642,44.0,PM10,BAIK,2010,3,30,1,3,0
2010-03-31,DKI1 (Bunderan HI),0.0,0.11329698774331595,-1.144281722180088,2.3827377268118908,-0.15195744905807504,0.029784239143939278,58.0,PM10,SEDANG,2010,3,31,2,3,3
2010-04-01,DKI1 (Bunderan HI),0.0,0.17013535336723876,-1.144281722180088,2.3827377268118908,-0.15195744905807504,0.9556990865007592,59.0,PM10,SEDANG,2010,4,1,3,3,3
2010-04-02,DKI1 (Bunderan HI),0.0,0.05645862211939316,-1.2105354041957426,1.0747556373839573,0.23949020752911765,0.5588784376335507,88.0,O3,SEDANG,2010,4,2,4,2,3
2010-04-03,DKI1 (Bunderan HI),0.0,-1.0803086903590629,-1.2105354041957426,-0.18478267095405249,-0.15195744905807504,-0.4993099593456721,37.0,PM10,BAIK,2010,4,3,5,3,0
2010-04-04,DKI1 (Bunderan HI),0.0,-0.9666319591112171,-0.2829838559765787,0.8809805130242635,-0.15195744905807504,-0.4993099593456721,39.0,PM10,BAIK,2010,4,4,6,3,0
2010-04-05,DKI1 (Bunderan HI),0.0,0.39748881586292995,-1.011774358148779,2.3827377268118908,-0.15195744905807504,1.087972636123162,63.0,PM10,SEDANG,2010,4,5,0,3,3
2010-04-06,DKI1 (Bunderan HI),0.0,0.7953573752303895,-0.8792669941174698,2.3827377268118908,-0.15195744905807504,1.7493403842351762,70.0,PM10,SEDANG,2010,4,6,1,3,3
2010-04-07,DKI1 (Bunderan HI),0.0,0.7953573752303895,-0.547998584039197,2.1405188213622734,-0.2961750067480934,1.4847932849903707,70.0,PM10,SEDANG,2010,4,7,2,3,3
2010-04-08,DKI1 (Bunderan HI),0.0,0.5111655471107756,-0.4817449020235424,2.3827377268118908,0.5279253229091544,1.7493403842351762,102.0,O3,TIDAK SEHAT,2010,4,8,3,2,5
2010-04-09,DKI1 (Bunderan HI),0.0,0.17013535336723876,-0.6805059480705061,2.3827377268118908,-1.0172627951981852,0.16205778876634214,59.0,PM10,SEDANG,2010,4,9,4,3,3
2010-04-10,DKI1 (Bunderan HI),0.0,-0.9097935934872944,-0.8130133121018153,1.2685307617436512,-0.893647745749598,-0.23476286010086642,40.0,PM10,BAIK,2010,4,10,5,3,0
2010-04-11,DKI1 (Bunderan HI),0.0,-0.6256017653676804,-0.8130133121018153,1.0747556373839573,-1.1408778446467722,-0.3670364097232693,45.0,PM10,BAIK,2010,4,11,6,3,0
2010-04-12,DKI1 (Bunderan HI),0.0,0.5680039127346983,-0.21673017396092417,1.8498561348227325,0.0746701415976681,1.4847932849903707,80.0,O3,SEDANG,2010,4,12,0,2,3
2010-04-13,DKI1 (Bunderan HI),0.0,0.05645862211939316,-0.3492375379922333,1.365418323923498,0.0746701415976681,1.3525197353679679,80.0,O3,SEDANG,2010,4,13,1,2,3
2010-04-14,DKI1 (Bunderan HI),0.0,0.7953573752303895,-0.41549122000788785,1.9467436970025795,-0.35798253147238696,0.9556990865007592,70.0,PM10,SEDANG,2010,4,14,2,3,3
2010-04-15,DKI1 (Bunderan HI),0.0,0.7953573752303895,-0.6142522660548515,2.3827377268118908,-0.7288276798181484,0.6911519872559535,70.0,PM10,SEDANG,2010,4,15,3,3,3
2010-04-16,DKI1 (Bunderan HI),0.0,-1.02347032473514,-0.7467596300861606,0.9778680752041105,-0.7082251715767173,-0.10248931047846357,42.0,O3,BAIK,2010,4,16,4,2,0
2010-04-17,DKI1 (Bunderan HI),0.0,-1.02347032473514,-0.8130133121018153,0.5903178264847228,-0.9966602869567539,-0.23476286010086642,38.0,PM10,BAIK,2010,4,17,5,3,0
2010-04-18,DKI1 (Bunderan HI),0.0,-1.1371470559829855,-0.8792669941174698,0.20276757776533513,-1.0172627951981852,-0.4993099593456721,36.0,PM10,BAIK,2010,4,18,6,3,0
2010-04-19,DKI1 (Bunderan HI),0.0,-1.1371470559829855,-0.2829838559765787,0.39654270212502896,-1.1614803528882036,-0.4993099593456721,36.0,PM10,BAIK,2010,4,19,0,3,0
2010-04-20,DKI1 (Bunderan HI),0.0,-0.9666319591112171,-0.2829838559765787,0.6872053886645697,-1.0790703199224787,-0.23476286010086642,39.0,PM10,BAIK,2010,4,20,1,3,0
2010-04-21,DKI1 (Bunderan HI),0.0,-0.8529552278633716,-0.2829838559765787,0.29965513994518206,-0.9554552704738916,-0.23476286010086642,41.0,PM10,BAIK,2010,4,21,2,3,0
2010-04-22,DKI1 (Bunderan HI),0.0,-1.0803086903590629,-0.2829838559765787,1.365418323923498,-1.0584678116810475,0.029784239143939278,37.0,PM10,BAIK,2010,4,22,3,3,0
2010-04-23,DKI1 (Bunderan HI),0.0,-1.535015615350445,-0.2829838559765787,0.20276757776533513,-1.0996728281639099,-0.23476286010086642,29.0,PM10,BAIK,2010,4,23,4,3,0
2010-04-24,DKI1 (Bunderan HI),0.0,-1.4213388841025996,-0.2829838559765787,0.7840929508444165,-0.8318402210253044,-0.23476286010086642,36.0,O3,BAIK,2010,4,24,5,2,0
2010-04-25,DKI1 (Bunderan HI),0.0,-0.3414099372480664,-0.2829838559765787,0.5903178264847228,-0.44039256443811176,2.0138874834799823,55.0,O3,SEDANG,2010,4,25,6,2,3
2010-04-26,DKI1 (Bunderan HI),0.0,0.11329698774331595,-0.2829838559765787,1.0747556373839573,-0.1931624655409374,2.0138874834799823,67.0,O3,SEDANG,2010,4,26,0,2,3
2010-04-27,DKI1 (Bunderan HI),0.0,0.6248422783586212,-0.2829838559765787,0.9778680752041105,-0.5022000891624053,0.5588784376335507,67.0,PM10,SEDANG,2010,4,27,1,3,3
2010-04-28,DKI1 (Bunderan HI),0.0,-0.0003797435045296367,-0.2829838559765787,0.5903178264847228,-0.9554552704738916,0.16205778876634214,56.0,PM10,SEDANG,2010,4,28,2,3,3
2010-04-29,DKI1 (Bunderan HI),0.0,0.28381208461508434,-0.2829838559765787,1.365418323923498,-0.31677751498952456,1.6170668346127735,61.0,PM10,SEDANG,2010,4,29,3,3,3
2010-04-30,DKI1 (Bunderan HI),0.0,1.1363875689739262,-0.2829838559765787,2.1405188213622734,-0.7082251715767173,1.3525197353679679,76.0,PM10,SEDANG,2010,4,30,4,3,3
2010-05-01,DKI1 (Bunderan HI),0.0,0.22697371899116156,-0.2829838559765787,0.39654270212502896,-0.9966602869567539,-0.4993099593456721,60.0,PM10,SEDANG,2010,5,1,5,3,3
2010-05-02,DKI1 (Bunderan HI),0.0,0.11329698774331595,-0.41549122000788785,-0.08789510877420559,-0.9348527622324604,-0.10248931047846357,58.0,PM10,SEDANG,2010,5,2,6,3,3
2010-05-03,DKI1 (Bunderan HI),0.0,0.22697371899116156,-0.41549122000788785,0.8809805130242635,-0.06954741609235025,0.5588784376335507,73.0,O3,SEDANG,2010,5,3,0,2,3
2010-05-04,DKI1 (Bunderan HI),0.0,-0.17089484037629804,-0.6142522660548515,0.6872053886645697,-0.9348527622324604,0.294331338388745,53.0,PM10,SEDANG,2010,5,4,1,3,3
2010-05-05,DKI1 (Bunderan HI),0.0,-0.17089484037629804,-0.41549122000788785,0.5903178264847228,-0.8524427292667356,0.16205778876634214,53.0,PM10,SEDANG,2010,5,5,2,3,3
2010-05-06,DKI1 (Bunderan HI),0.0,-0.17089484037629804,-0.21673017396092417,0.49343026430487585,-1.1408778446467722,-0.3670364097232693,53.0,PM10,SEDANG,2010,5,6,3,3,3
2010-05-07,DKI1 (Bunderan HI),0.0,0.6248422783586212,-0.21673017396092417,1.2685307617436512,-0.893647745749598,0.294331338388745,67.0,PM10,SEDANG,2010,5,7,4,3,3
2010-05-08,DKI1 (Bunderan HI),0.0,0.05645862211939316,-0.41549122000788785,0.39654270212502896,-1.0378653034396164,-0.631583508968075,57.0,PM10,SEDANG,2010,5,8,5,3,3
2010-05-09,DKI1 (Bunderan HI),0.0,0.05645862211939316,-0.41549122000788785,0.7840929508444165,-0.5228025974038365,0.294331338388745,51.0,O3,SEDANG,2010,5,9,6,2,3
2010-05-10,DKI1 (Bunderan HI),0.0,0.05645862211939316,-0.547998584039197,2.2374063835421203,-0.028342399609487864,1.6170668346127735,75.0,O3,SEDANG,2010,5,10,0,2,3
2010-05-11,DKI1 (Bunderan HI),0.0,0.05645862211939316,-0.547998584039197,2.1405188213622734,-0.3373800232309558,1.3525197353679679,60.0,O3,SEDANG,2010,5,11,1,2,3
2010-05-12,DKI1 (Bunderan HI),0.0,0.28381208461508434,-0.6805059480705061,2.3827377268118908,-0.9142502539910292,0.6911519872559535,61.0,PM10,SEDANG,2010,5,12,2,3,3
2010-05-13,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-0.4817449020235424,1.9467436970025795,-0.2343674820237998,0.9556990865007592,65.0,O3,SEDANG,2010,5,13,3,2,3
2010-05-14,DKI1 (Bunderan HI),0.0,0.17013535336723876,-0.6805059480705061,2.3827377268118908,-0.15195744905807504,1.6170668346127735,69.0,O3,SEDANG,2010,5,14,4,2,3
2010-05-15,DKI1 (Bunderan HI),0.0,-0.22773320600022082,-0.547998584039197,2.3827377268118908,0.32190024049484245,1.6170668346127735,92.0,O3,SEDANG,2010,5,15,5,2,3
2010-05-16,DKI1 (Bunderan HI),0.0,-0.0003797435045296367,-0.6805059480705061,0.8809805130242635,-0.2343674820237998,0.16205778876634214,65.0,O3,SEDANG,2010,5,16,6,2,3
2010-05-17,DKI1 (Bunderan HI),0.0,-0.05721810912845243,-0.4817449020235424,2.3827377268118908,-0.9142502539910292,0.294331338388745,55.0,PM10,SEDANG,2010,5,17,0,3,3
2010-05-18,DKI1 (Bunderan HI),0.0,0.05645862211939316,-0.3492375379922333,2.3827377268118908,-0.5434051056452677,1.4847932849903707,57.0,PM10,SEDANG,2010,5,18,1,3,3
2010-05-19,DKI1 (Bunderan HI),0.0,0.7385190096064668,-0.547998584039197,1.8498561348227325,0.05406763335623691,0.5588784376335507,79.0,O3,SEDANG,2010,5,19,2,2,3
2010-05-20,DKI1 (Bunderan HI),0.0,0.11329698774331595,-0.547998584039197,1.7529685726428856,-0.39918754795524936,0.9556990865007592,58.0,PM10,SEDANG,2010,5,20,3,3,3
